,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,target
36297,,,,,,630.0,0.0,,,,,,0.0,,,,,,,,108.0,135.0,,0.0,8.0,,,253.52,,,,,,,5.0,,,2073600.0,,,,,,0.0,,,,,,,,,,,,,2.592181,,,,,,,,9.0,,,,,,,,52,0.0,,4692448.0,,0.0,,,65000.4,,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,56.0,-325623.2,,,,,,330.0,,,,24.0,,558.0,,,,,,,8.0,5576650.0,26302.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,8933720.0,,,,,,,26.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,156.0,,,8I1TmBtueT,RO12,SEuy,taul,1K8T,0Xwj,6CXYbuk,NW71gM15FR,_xr0rhu,smXZ,eoUz,HLqf,C6Eu,VpdQ,IYzP,Kxdu,sBgB,,uKAI,L84s,9pUnzWLbztKTo,,1rKUc0F,,TDcgzdV,lMW9,cJvF,,ROeipLp,zCkv,K2SqEo9,,,xG3x,rgKb,6fzt,am14IcfM7tWLrUmRT52KtA,,,-1
17731,,,,,,2002.0,7.0,,,,,,860.0,,,,,,,,248.0,310.0,,10.0,224.0,,,166.56,,,,,,,0.0,,,540.0,,,,,,0.0,,,,,,,,,,,,,4.199957,,,,,,,,9.0,,,,,,,,58,0.0,,1468976.0,,0.0,,,23359.71,,0.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,120.0,-1093636.0,,,,,,975.0,,,,12.0,,34956.0,,,,,,,0.0,306865.0,577750.0,,,,,,230.0,,,0.0,9.0,,,,,672252.0,,,,2525328.0,,,,,,,18.0,,,584232.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,LDPq9ayfAo,RO12,SEuy,taul,1K8T,JLbT,hjFt8zn,98kUPa9,lCkD7n5,smXZ,jrUy,9_Y1,vm5R,09_Q,IYzP,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,AUPCoP2,,mAjbq_f,9eg8,UYBR,FzaX,dBlvfQ0,d0EEeJi,n9lufMw,LM8l689qOp,,kG3k,7P5s,nIGXDli,F2FyR07IdsN7I,am7c,,-1
2052,,,,,,931.0,35.0,,,,,,4648.0,,,,,,,,140.0,175.0,,0.0,16.0,,,286.96,,,,,,,0.0,,,2622570.0,,,,,,0.0,,,,,,,,,,,,,0.2332835,,,,,,,,45.0,,,,,,,12.0,164,406.0,,4147200.0,,0.0,,,185004.0,,15.0,,0.0,,,,,,,,,33453.0,,,,,,,,,,,,,,,32.0,,,48.0,102686.4,,,,,,550.0,,,,48.0,,22959.0,,,,,,,0.0,6695450.0,68220.0,,,,,,2195.0,,,0.0,27.0,,,,,0.0,,,,10351560.0,,,,,,,32.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,npOBcmzkzH,AERks4l,SEuy,taul,1K8T,uErj,fhk21Ss,CRwkRNVRGo,6GtMYTf,smXZ,c641,9_Y1,WGOH,VpdQ,kxE9,7M47J5GA0pTYIFxg5uy,kIsH,,7A3j,L84s,QsQAxv5,,xPwX9VG,,11pJPFL,X0j7,cJvF,FzaX,4UxGlow,QKW8DRm,catzS2D,LM8l689qOp,,kG3k,Qcbd,ZI9m,ib5G6X1eUxUn6,mj86,,-1
16064,,,,,,1169.0,14.0,,,,,,1392.0,,,,,,,,236.0,295.0,,2.0,152.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,2.357189,,,,,,,,18.0,,,,,,,3.0,182,56.0,,112888.0,,0.0,,,5233.65,,0.0,,6.0,,,,,,,,,25719.0,,,,,,,,,,,,,,,48.0,,,80.0,-10804.16,,,,,,825.0,,,,0.0,,990.0,,,,,,,0.0,138320.0,55284.0,,,,,,355.0,,,0.0,27.0,,,,,4312.0,,,,300320.0,,,,,,,54.0,,,33978.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,oBXq9ayfAo,2Knk1KF,,taul,1K8T,hAOr,fhk21Ss,4soGE0N5VZrWb,78AA8Jt,,oBIs,9_Y1,F_Lu,09_Q,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,9pUnzWLbztKTo,,l9Eob1T,,IoIisla,Whzu,cJvF,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,ELof,TNEC,ZI9m,iyHGyLCEkQ,mj86,,-1
21621,,,,,,504.0,7.0,,,,,,2224.0,,,,,,,,36.0,45.0,,4.0,16.0,,,166.56,,,,,,,0.0,,,6744.0,,,,,,0.0,,,,,,,,,,,,,5.548601,,,,,,,,9.0,,,,,,,3.0,118,21.0,,0.0,,0.0,,,62345.7,,0.0,,4.0,,,,,,,,,31398.0,,,,,,,,,,,,,,,16.0,,,0.0,-66051.2,,,,,,190.0,,,,6.0,,0.0,-28.0,,,,,,0.0,963290.0,101326.0,,,,,,15.0,,,0.0,9.0,,,,,341964.0,,,,1173188.0,,,,,,,8.0,,,293112.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,498.0,,,MwmgUHShse,2Knk1KF,SEuy,taul,1K8T,487l,fhk21Ss,msIqHk8toE,CBw9udm,smXZ,nyZz,9_Y1,RVjC,VpdQ,sYC_,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,NhsEn4L,,h616PHf,,_JdALQ2,bru6,UYBR,FzaX,4UxGlow,oslk,catzS2D,LM8l689qOp,,kG3k,FSa2,ZI9m,55YFVY9,am7c,,-1
38310,,,,,,1267.0,7.0,,,,,,28.0,,,,,,,,372.0,465.0,,4.0,64.0,,,153.2,,,,,,,0.0,,,2762070.0,,,,,,0.0,,,,,,,,,,,,,5.158727,,,,,,,,9.0,,,,,,,,46,0.0,,3279328.0,,0.0,,,111094.8,,50.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,40.0,-24943.84,,,,,,980.0,,,,264.0,,2340.0,,,,,,,0.0,5337400.0,407004.0,,,,,,160.0,,,0.0,0.0,,,,,1200514.0,,,,9377960.0,,,,,,,42.0,,,592464.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,366.0,,,zcROj17IEC,RO12,,taul,1K8T,aD1X,cGQw79s,nDVACim,,,m8nX,9_Y1,zfpA,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,TDcECyH,lgEx,UYBR,,i9JfSEp,oslk,MERQguc,,,,7aLG,RAYp,F2FyR07IdsN7I,,,-1
38833,,,,,,847.0,14.0,,,,,,436.0,,,,,,,,132.0,165.0,,4.0,96.0,,,257.36,,,,,,,0.0,,,969360.0,,,,,,0.0,,,,,,,,,,,,,1.656911,,,,,,,,18.0,,,,,,,,62,0.0,,2073600.0,,0.0,,,211187.7,,5.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,24.0,121873.2,,,,,,525.0,,,,18.0,,2034.0,38.0,,,,,,0.0,3504785.0,2072740.0,,,,,,100.0,,,0.0,9.0,,,,,1209600.0,,,,10398280.0,,,,,,,18.0,,,2130498.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,192.0,,,4bwt0GoOh3,RO12,,taul,1K8T,wGW5,rsmctTK,KhDb8PW,8VGKokk,,aFB2,9_Y1,t_4G,VpdQ,43pnToF,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,1eIw8el,,mAjbk_S,QawI,cJvF,OFWH,Kgofc8E,oslk,S46Rt72,jySVZNlOJy,,ELof,Qu4f,RAYp,F2FyR07IdsN7I,mj86,,-1
36484,,0.0,0.0,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,0.0,,,3.816919,,,,,,,,,,,0.0,,,,,6,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-2881972.0,0.0,,,,,,,,0.0,,,,-20.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,16.68,,,,8I1q9ayE15,RO12,,taul,1K8T,2Ix5,B5n4Lhq,EAuPqfn,,,hEdB,9_Y1,NFMt,VpdQ,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,mAj3FSW,L9IH,UYBR,FzaX,_vdOjel,oslk,ghXQowC,LM8l689qOp,,,TNEC,RAYp,F2FyR07IdsN7I,,,-1
23140,,,,,,784.0,7.0,,,,,,68.0,,,,,,,,116.0,145.0,,0.0,48.0,,,133.12,,,,,,,0.0,,,316884.0,,,,,,0.0,,,,,,,,,,,,,4.167058,,,,,,,,9.0,,,,,,,,64,42.0,,9040.0,,0.0,,,7470.36,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,32.0,-52436.4,,,,,,520.0,,,,12.0,,101898.0,,,,,,,0.0,132940.0,91994.0,,,,,,1315.0,,,0.0,0.0,,,,,0.0,,,,517436.0,,,,,,,30.0,,,16980.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,qFpmfo8zhV,RO12,,taul,1K8T,7gSz,mTdNVBU,J3fgbi2,,,ldCp,9_Y1,_48V,VpdQ,IYzP,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,7WwCSJk,laXS,cJvF,,TLb9_sC,d0EEeJi,W41lGS_,,,,3Cy4,nIGXDli,F2FyR07IdsN7I,am7c,,-1
35063,,,,,,1064.0,7.0,,,,,,3276.0,,,,,,,,124.0,155.0,,8.0,160.0,,,359.76,,,,,,,0.0,,,266838.0,,,,,,0.0,,,,,,,,,,,,,0.949797,,,,,,,,9.0,,,,,,,3.0,66,658.0,,1382400.0,,0.0,,,70255.8,,0.0,,12.0,,,,,,,,,6147.0,,,,,,,,,,,,,,,32.0,,,16.0,523368.0,,,,,,560.0,,,,6.0,,3393.0,,,,,,,0.0,864000.0,3441920.0,,,,,,1230.0,,,0.0,0.0,,,,,2419200.0,,,,10517720.0,,,,,,,4.0,,,3110400.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,210.0,,,9rAq9at_88,RO12,,taul,1K8T,lK27,IfKEQZy,V6XUlxabJ4VaD,yP09M03,,5hez,9_Y1,KfYH,VpdQ,IYzP,me75fM6ugJ,kIsH,,g5HH,L84s,NhsEn4L,,5zARyjR,,mAjk2hr,y8W_,cJvF,FzaX,bDIDFjT,oslk,gsLzpoz,jySVZNlOJy,,,me1d,RAYp,F2FyR07IdsN7I,am7c,,1
6564,,,,,28045.0,,,,,65682.0,,,,,,152.92,,,,,,,25.0,,,0.0,0.0,,,,,,109800.0,,,,,,,,,,,,,,,,,,,,,,,,0.6564837,,,3.0,40.0,,,,,,0.0,,860193.0,184080.0,126.0,,10,,,,,,,42837.0,,,,,,,,,,,84.0,,2.0,,,,0.0,,,,,,70.0,,,,0.0,,,,27307.74,,-2000916.0,,,,,,,12.0,,,,,,-14.0,,,,,,,,,,,,,14062.0,,,,,,,0.0,2.0,168.0,,,16.0,,,,,,24.0,,,,,,,,,21.0,,,,,,7.0,,,,,,,,,,,,,,,,,180.0,,,M5vt0Gdc_a,RO12,,taul,1K8T,lK27,SY4EQZQ,77iH6k9fPz,,,Bp6l,9_Y1,cyKH,,,me75fM6ugJ,kIsH,,g5HH,L84s,NhsEn4L,KdSa,,,TDc4Td_,bCpn,cJvF,FzaX,vU6NT4W,oslk,Oh06Kfh,LM8l689qOp,,,me1d,RAYp,F2FyR07IdsN7I,,,-1
28417,,,,,,1386.0,7.0,,,,,,32.0,,,,,,,,168.0,210.0,,0.0,64.0,,,20.08,,,,,,,0.0,,,4820256.0,,,,,,0.0,,,,,,,,,,,,,3.414228,,,,,,,,9.0,,,,,,,3.0,32,0.0,,1052096.0,,3.0,,,40160.7,,20.0,,8.0,,,,,,,,,2418.0,,,,,,,,,,,,,,,32.0,,,24.0,90298.4,,,,,,850.0,,,,78.0,,675.0,4.0,,,,,,8.0,2441835.0,944290.0,,,,,,45.0,,,0.0,9.0,,,,,0.0,,,,10013360.0,,,,,,,20.0,,,1658574.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,hSovyx7IEC,RO12,,taul,1K8T,hM6W,WkHngaa,J3fgbi2,,,qHTX,9_Y1,xSqs,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,2aaY,cJvF,FzaX,gg7Y_02,oslk,tzhEVJ2,LM8l689qOp,,,szEZ,RAYp,F2FyR07IdsN7I,,,-1
10636,,,,0.0,,,,,,,,,,,,,5.0,36.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,3.278573,,,,,,,,,,,,,,,,8,,,,,,,,,3.0,,,,,,50.0,,,,,,,,,,,16.0,,45.0,872.37,,,,2406.0,,,,,,,-2264680.0,,,,9976.0,,,,,,,120952.0,,4.0,56.0,70.0,,,,,,,242.69,,,0.0,,,,,,,60.0,,,,,72130.0,,12.0,,,5.0,,,9.0,,,0.0,,,3.0,10380.0,,,,,,31801.5,,,0.0,,,,,0.0,,,212010.0,,,,,,,,,r__I,uGLq9ayE15,RO12,,taul,1K8T,z32l,Ml6pXKQ,y2LuFUfSEo,,,vOQZ,9_Y1,kJJ7,VpdQ,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,av0F,cJvF,FzaX,Y2C68SY,oslk,RJNqhZX,LM8l689qOp,,,7P5s,RAYp,F2FyR07IdsN7I,,,-1
13751,,,,,,609.0,7.0,,,,,,264.0,,,,,,,,20.0,25.0,,0.0,16.0,,,233.44,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,3.427259,,,,,,,,9.0,,,,,,,3.0,84,0.0,,0.0,,0.0,,,8007.54,,0.0,,0.0,,,,,,,,,5058.0,,,,,,,,,,,,,,,0.0,,,0.0,26688.44,,,,,,125.0,,,,0.0,,3969.0,,,,,,,0.0,38025.0,5362.0,,,,,,15.0,,,0.0,18.0,,,,,0.0,,,,41144.0,,,,,,,6.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,wRXmfo875g,RO12,,taul,1K8T,JLbT,x44vEdV,nQUveAzAF7,5HPWmSK,,6VcN,9_Y1,_48V,VpdQ,wMei,me75fM6ugJ,kIsH,,uKAI,L84s,h0lfDKh52u4GP,,iqhRwPW,,IoI4mKe,_JHD,cJvF,FzaX,ys1oLzk,oslk,rnqMak1,LM8l689qOp,,ELof,3Cy4,RAYp,F2FyR07IdsN7I,mj86,,-1
32466,,,,,,322.0,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,0.0,,,186.64,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.472549,,,,,,,,9.0,,,,,,,,32,0.0,,0.0,,0.0,,,222701.4,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,220.0,,,,0.0,,333.0,6.0,,,,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,222.0,,,4e7gUH7IEC,RO12,,taul,1K8T,lK27,ucg7asP,FsDMvLF,,,Tkse,9_Y1,1Bp0,sJzTlal,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,SssI,UYBR,FzaX,bbyYE38,oslk,EL4R6zD,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,,-1
39069,,,,,,735.0,7.0,,,,,,376.0,,,,,,,,176.0,220.0,,0.0,48.0,,,268.72,,,,,,,0.0,,,2376030.0,,,,,,0.0,,,,,,,,,,,,,2.395428,,,,,,,,9.0,,,,,,,3.0,116,21.0,,2984392.0,,0.0,,,217219.2,,20.0,,6.0,,,,,,,,,2580.0,,,,,,,,,,,,,,,48.0,,,40.0,63502.4,,,,,,340.0,,,,30.0,,35541.0,-30.0,,,,,,0.0,4515130.0,950414.0,,,,,,1310.0,,,0.0,27.0,,,,,0.0,,,,10408080.0,,,,,,,42.0,,,1068078.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,360.0,,,xearjIX0Db,2Knk1KF,SEuy,taul,1K8T,80HR,im_bujo,I1s81Dlb7R,CWbJkt_,smXZ,Y7X1,9_Y1,xQ2A,09_Q,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,1I8LXyF,,11p4mKe,gvA6,UYBR,AU8_WTd,hf11Ctd,oslk,6Uhw_BK,jySVZNlOJy,,kG3k,5Acm,RAYp,55YFVY9,am7c,,-1
30591,,,,,,616.0,0.0,,,,,,64.0,,,,,,,,120.0,150.0,,6.0,32.0,,,253.52,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.280496,,,,,,,,9.0,,,,,,,,64,126.0,,2169192.0,,0.0,,,110373.9,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,40.0,-257204.8,,,,,,475.0,,,,0.0,,184347.0,40.0,,,,,,0.0,5259000.0,622360.0,,,,,,0.0,,,0.0,9.0,,,,,1117865.0,,,,7227720.0,,,,,,,38.0,,,1036800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,204.0,,,4e7gUH7IEC,RO12,SEuy,taul,1K8T,P9et,TSdlkJq,ErM0Vcg68N,9a8p4o8,smXZ,era3,9_Y1,1Bp0,VpdQ,43pnToF,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,F0oUFCy,,mAja5EA,hkUS,UYBR,FzaX,ALJYlW4,oslk,8dbQowC,LM8l689qOp,,kG3k,WqMG,RAYp,F2FyR07IdsN7I,am7c,,-1
2278,,,,,,784.0,7.0,,,,,,2540.0,,,,,,,,20.0,25.0,,0.0,8.0,,,282.24,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.1044649,,,,,,,,18.0,,,,,,,3.0,132,7.0,,4182032.0,,0.0,,,51254.1,,0.0,,2.0,,,,,,,,,60567.0,,,,,,,,,,,,,,,16.0,,,8.0,-342133.2,,,,,,285.0,,,,0.0,,38601.0,,,,,,,0.0,1600635.0,664114.0,,,,,,1900.0,,,0.0,18.0,,,,,0.0,,,,7118960.0,,,,,,,4.0,,,3628800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,HYTrjIK12c,2Knk1KF,,taul,1K8T,TyGl,PHNvXy8,zdesCBoIlJ,,,ckU1,9_Y1,7WNq,VpdQ,haYg,NKv3VA1BpP,kIsH,,uKAI,L84s,Ie_5MZs,,,,teAjUwW,BB1g,cJvF,FzaX,UF16siJ,zCkv,APgdzOv,LM8l689qOp,,,WqMG,6fzt,Zy3gnGM,,,-1
39729,,,,,,3276.0,14.0,,,,,,6732.0,,,,,,,,176.0,220.0,,4.0,24.0,,,220.08,,,,,,,0.0,,,400038.0,,,,,,0.0,,,,,,,,,,,,,2.026704,,,,,,,,18.0,,,,,,,6.0,128,203.0,,5520104.0,,0.0,,,46857.0,,0.0,,0.0,,,,,,,,,662475.0,,,,,,,,,,,,,,,32.0,,,64.0,181779.2,,,,,,3680.0,,,,48.0,,179127.0,,,,,,,0.0,9548650.0,8366.0,,,,,,12505.0,,,0.0,18.0,,,,,1209600.0,,,,10682400.0,,,,,,,50.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,162.0,,,BQavyxLp3Z,2Knk1KF,SEuy,taul,1K8T,UpNf,a5zFpID,k10MzgT,rt89NSE,smXZ,u3H9,9_Y1,FbIm,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,xAOFWZo,,beK4AFX,Eyfr,cJvF,FzaX,aTW8jNM,oslk,au82_Lp,LM8l689qOp,,kG3k,xb3V,RAYp,55YFVY9,,,-1
14413,,,,,,2513.0,7.0,,,,,,44.0,,,,,,,,428.0,535.0,,12.0,280.0,,,200.0,,,,,,,0.0,,,295830.0,,,,,,0.0,,,,,,,,,,,,,0.3467208,,,,,,,,9.0,,,,,,,,108,147.0,,568568.0,,0.0,,,11001.72,,20.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,176.0,-10741.72,,,,,,1130.0,,,,6.0,,37854.0,,,,,,,0.0,623525.0,116444.0,,,,,,915.0,,,0.0,9.0,,,,,70441.0,,,,1857052.0,,,,,,,40.0,,,422412.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,276.0,,,9hRmfo875g,2Knk1KF,,taul,1K8T,QQSE,TaM4iqB,Y7dBqswvsK727,_VHfZk0,,m_dc,9_Y1,Bw19,VpdQ,wMei,me75fM6ugJ,kIsH,,uKAI,L84s,h0lfDKh52u4GP,,W_AGzAM,,IoI4mKe,AWi0,cJvF,FzaX,bDI871e,oslk,_54nl9z,LM8l689qOp,,ELof,wX53,RAYp,55YFVY9,,,-1
22742,,,,,,966.0,7.0,,,,,,12.0,,,,,,,,164.0,205.0,,10.0,48.0,,,295.2,,,,,,,0.0,,,7422900.0,,,,,,0.0,,,,,,,,,,,,,1.928007,,,,,,,,9.0,,,,,,,,40,0.0,,711320.0,,0.0,,,173106.3,,25.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,40.0,133974.4,,,,,,610.0,,,,90.0,,450.0,16.0,,,,,,0.0,911625.0,864422.0,,,,,,10.0,,,0.0,9.0,,,,,622405.0,,,,10767520.0,,,,,,,8.0,,,2199732.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Ie5gUH7IEC,RO12,,taul,1K8T,vSNn,R9_sVcA,ZkibjLN5VwJ2V,,,lnvr,9_Y1,m_h1,VpdQ,zm5i,me75fM6ugJ,kIsH,,7A3j,L84s,NhsEn4L,,,,kZJtVhC,DYAh,cJvF,FzaX,2LwVoxc,oslk,bd1gE7h,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,,-1
24367,,,,,,735.0,7.0,,,,,,0.0,,,,,,,,24.0,30.0,,0.0,16.0,,,253.52,,,,,,,0.0,,,3342198.0,,,,,,0.0,,,,,,,,,,,,,2.686605,,,,,,,,9.0,,,,,,,,108,0.0,,4838400.0,,0.0,,,238028.7,,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,8.0,205598.8,,,,,,370.0,,,,6.0,,1926.0,,,,,,,0.0,548055.0,1432084.0,,,,,,5.0,,,0.0,36.0,,,,,0.0,,,,8999080.0,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,354.0,,,xOXrjIQq3d,2Knk1KF,SEuy,taul,1K8T,0Xwj,ZuqCdxD,daiGnRstPa,bs8zErJ,smXZ,kWfE,HLqf,RVjC,sJzTlal,sYC_,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,A4nR78t,,mAj62mh,4a9J,UYBR,FzaX,UjG4K41,oslk,PRsuLAH,LM8l689qOp,,kG3k,FSa2,RAYp,55YFVY9,am7c,,-1
22241,,,,,,1855.0,7.0,,,,,,96.0,,,,,,,,296.0,370.0,,2.0,192.0,,,286.96,,,,,,,5.0,,,5600694.0,,,,,,0.0,,,,,,,,,,,,,3.66097,,,,,,,,9.0,,,,,,,3.0,62,0.0,,2165616.0,,0.0,,,54085.8,,35.0,,0.0,,,,,,,,,56331.0,,,,,,,,,,,,,,,40.0,,,56.0,140417.2,,,,,,1050.0,,,,84.0,,1782.0,-20.0,,,,,,8.0,3682350.0,256314.0,,,,,,565.0,,,0.0,9.0,,,,,18354.0,,,,10463040.0,,,,,,,44.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,CxSr4RXktW,RO12,SEuy,taul,1K8T,FgS1,yB8VVdO,nQUq7hGe64,trdyVvG,smXZ,UUiV,9_Y1,ZKJc,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,_PnUbhY,,TDceha3,a_LO,UYBR,FzaX,fmK1UQz,oslk,LsdaF5M,LM8l689qOp,,kG3k,7FJQ,RAYp,F2FyR07IdsN7I,am7c,,-1
34903,,,,,,1323.0,21.0,,,,,,2896.0,,,,,,,,292.0,365.0,,8.0,88.0,,,200.0,,,,,,,0.0,,,8062440.0,,,,,,0.0,,,,,,,,,,,,,4.128391,,,,,,,,27.0,,,,,,,9.0,228,350.0,,2696368.0,,0.0,,,153909.9,,25.0,,24.0,,,,,,,,,85503.0,,,,,,,,,,,,,,,96.0,,,112.0,387485.6,,,,,,1000.0,,,,120.0,,64629.0,,,,,,,0.0,1409780.0,259414.0,,,,,,4500.0,,,0.0,27.0,,,,,102830.0,,,,10172600.0,,,,,,,22.0,,,382884.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,kMJt0GoOh3,vuPfq6YcbX,SEuy,LfvqpCtLOY,1K8T,TyGl,fhk21Ss,hCdK,HskcG5b,smXZ,t7tD,9_Y1,rGJy,VpdQ,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,nlbpV6E,,tHOdpl5,,TDc21Qe,XZu1,UYBR,FzaX,4UxGlow,QKW8DRm,catzS2D,jySVZNlOJy,,kG3k,Qu4f,ZI9m,NoEd,mj86,,-1
